"city","name","data"
554,CUNDINAMARCA-TIBACUY,"{""city_code"": 805, ""city_name"": ""TIBACUY"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
555,CUNDINAMARCA-TIBIRITA,"{""city_code"": 807, ""city_name"": ""TIBIRITA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
556,CUNDINAMARCA-TOCAIMA,"{""city_code"": 815, ""city_name"": ""TOCAIMA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
557,CUNDINAMARCA-TOCANCIPA,"{""city_code"": 817, ""city_name"": ""TOCANCIPA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
558,CUNDINAMARCA-TOPAIPI,"{""city_code"": 823, ""city_name"": ""TOPAIPI"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
559,CUNDINAMARCA-UBALA,"{""city_code"": 839, ""city_name"": ""UBALA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
560,CUNDINAMARCA-UBAQUE,"{""city_code"": 841, ""city_name"": ""UBAQUE"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
561,CUNDINAMARCA-VILLA DE SAN DIEGO DE UBATE,"{""city_code"": 843, ""city_name"": ""VILLA DE SAN DIEGO DE UBATE"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
562,CUNDINAMARCA-UNE,"{""city_code"": 845, ""city_name"": ""UNE"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
563,CUNDINAMARCA-UTICA,"{""city_code"": 851, ""city_name"": ""UTICA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
564,CUNDINAMARCA-VERGARA,"{""city_code"": 862, ""city_name"": ""VERGARA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
565,CUNDINAMARCA-VIANI,"{""city_code"": 867, ""city_name"": ""VIANI"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
566,CUNDINAMARCA-VILLAGOMEZ,"{""city_code"": 871, ""city_name"": ""VILLAGOMEZ"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
567,CUNDINAMARCA-VILLAPINZON,"{""city_code"": 873, ""city_name"": ""VILLAPINZON"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
568,CUNDINAMARCA-VILLETA,"{""city_code"": 875, ""city_name"": ""VILLETA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
569,CUNDINAMARCA-VIOTA,"{""city_code"": 878, ""city_name"": ""VIOTA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
570,CUNDINAMARCA-YACOPI,"{""city_code"": 885, ""city_name"": ""YACOPI"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
571,CUNDINAMARCA-ZIPACON,"{""city_code"": 898, ""city_name"": ""ZIPACON"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
572,CUNDINAMARCA-ZIPAQUIRA,"{""city_code"": 899, ""city_name"": ""ZIPAQUIRA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
573,CHOCO-QUIBDO,"{""city_code"": 1, ""city_name"": ""QUIBDO"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
574,CHOCO-ACANDI,"{""city_code"": 6, ""city_name"": ""ACANDI"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
575,CHOCO-ALTO BAUDO,"{""city_code"": 25, ""city_name"": ""ALTO BAUDO"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
576,CHOCO-ATRATO,"{""city_code"": 50, ""city_name"": ""ATRATO"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
577,CHOCO-BAGADO,"{""city_code"": 73, ""city_name"": ""BAGADO"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
578,CHOCO-BAHIA SOLANO,"{""city_code"": 75, ""city_name"": ""BAHIA SOLANO"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
579,CHOCO-BAJO BAUDO,"{""city_code"": 77, ""city_name"": ""BAJO BAUDO"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
580,CHOCO-BOJAYA,"{""city_code"": 99, ""city_name"": ""BOJAYA"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
581,CHOCO-EL CANTON DEL SAN PABLO,"{""city_code"": 135, ""city_name"": ""EL CANTON DEL SAN PABLO"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
582,CHOCO-CARMEN DEL DARIEN,"{""city_code"": 150, ""city_name"": ""CARMEN DEL DARIEN"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
583,CHOCO-CERTEGUI,"{""city_code"": 160, ""city_name"": ""CERTEGUI"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
584,CHOCO-CONDOTO,"{""city_code"": 205, ""city_name"": ""CONDOTO"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
585,CHOCO-EL CARMEN DE ATRATO,"{""city_code"": 245, ""city_name"": ""EL CARMEN DE ATRATO"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
586,CHOCO-EL LITORAL DEL SAN JUAN,"{""city_code"": 250, ""city_name"": ""EL LITORAL DEL SAN JUAN"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
587,CHOCO-ISTMINA,"{""city_code"": 361, ""city_name"": ""ISTMINA"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
588,CHOCO-JURADO,"{""city_code"": 372, ""city_name"": ""JURADO"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
589,CHOCO-LLORO,"{""city_code"": 413, ""city_name"": ""LLORO"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
590,CHOCO-MEDIO ATRATO,"{""city_code"": 425, ""city_name"": ""MEDIO ATRATO"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
591,CHOCO-MEDIO BAUDO,"{""city_code"": 430, ""city_name"": ""MEDIO BAUDO"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
592,CHOCO-MEDIO SAN JUAN,"{""city_code"": 450, ""city_name"": ""MEDIO SAN JUAN"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
593,CHOCO-NOVITA,"{""city_code"": 491, ""city_name"": ""NOVITA"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
594,CHOCO-NUQUI,"{""city_code"": 495, ""city_name"": ""NUQUI"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
595,CHOCO-RIO IRO,"{""city_code"": 580, ""city_name"": ""RIO IRO"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
596,CHOCO-RIO QUITO,"{""city_code"": 600, ""city_name"": ""RIO QUITO"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
597,CHOCO-RIOSUCIO,"{""city_code"": 615, ""city_name"": ""RIOSUCIO"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
598,CHOCO-SAN JOSE DEL PALMAR,"{""city_code"": 660, ""city_name"": ""SAN JOSE DEL PALMAR"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
599,CHOCO-SIPI,"{""city_code"": 745, ""city_name"": ""SIPI"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
600,CHOCO-TADO,"{""city_code"": 787, ""city_name"": ""TADO"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
601,CHOCO-UNGUIA,"{""city_code"": 800, ""city_name"": ""UNGUIA"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
602,CHOCO-UNION PANAMERICANA,"{""city_code"": 810, ""city_name"": ""UNION PANAMERICANA"", ""department_code"": 27, ""department_name"": ""CHOCO""}"
603,HUILA-NEIVA,"{""city_code"": 1, ""city_name"": ""NEIVA"", ""department_code"": 41, ""department_name"": ""HUILA""}"
604,HUILA-ACEVEDO,"{""city_code"": 6, ""city_name"": ""ACEVEDO"", ""department_code"": 41, ""department_name"": ""HUILA""}"
605,HUILA-AGRADO,"{""city_code"": 13, ""city_name"": ""AGRADO"", ""department_code"": 41, ""department_name"": ""HUILA""}"
606,HUILA-AIPE,"{""city_code"": 16, ""city_name"": ""AIPE"", ""department_code"": 41, ""department_name"": ""HUILA""}"
607,HUILA-ALGECIRAS,"{""city_code"": 20, ""city_name"": ""ALGECIRAS"", ""department_code"": 41, ""department_name"": ""HUILA""}"
608,HUILA-ALTAMIRA,"{""city_code"": 26, ""city_name"": ""ALTAMIRA"", ""department_code"": 41, ""department_name"": ""HUILA""}"
609,HUILA-BARAYA,"{""city_code"": 78, ""city_name"": ""BARAYA"", ""department_code"": 41, ""department_name"": ""HUILA""}"
610,HUILA-CAMPOALEGRE,"{""city_code"": 132, ""city_name"": ""CAMPOALEGRE"", ""department_code"": 41, ""department_name"": ""HUILA""}"
611,HUILA-COLOMBIA,"{""city_code"": 206, ""city_name"": ""COLOMBIA"", ""department_code"": 41, ""department_name"": ""HUILA""}"
612,HUILA-ELIAS,"{""city_code"": 244, ""city_name"": ""ELIAS"", ""department_code"": 41, ""department_name"": ""HUILA""}"
613,HUILA-GARZON,"{""city_code"": 298, ""city_name"": ""GARZON"", ""department_code"": 41, ""department_name"": ""HUILA""}"
614,HUILA-GIGANTE,"{""city_code"": 306, ""city_name"": ""GIGANTE"", ""department_code"": 41, ""department_name"": ""HUILA""}"
615,HUILA-GUADALUPE,"{""city_code"": 319, ""city_name"": ""GUADALUPE"", ""department_code"": 41, ""department_name"": ""HUILA""}"
616,HUILA-HOBO,"{""city_code"": 349, ""city_name"": ""HOBO"", ""department_code"": 41, ""department_name"": ""HUILA""}"
617,HUILA-IQUIRA,"{""city_code"": 357, ""city_name"": ""IQUIRA"", ""department_code"": 41, ""department_name"": ""HUILA""}"
618,HUILA-ISNOS,"{""city_code"": 359, ""city_name"": ""ISNOS"", ""department_code"": 41, ""department_name"": ""HUILA""}"
619,HUILA-LA ARGENTINA,"{""city_code"": 378, ""city_name"": ""LA ARGENTINA"", ""department_code"": 41, ""department_name"": ""HUILA""}"
620,HUILA-LA PLATA,"{""city_code"": 396, ""city_name"": ""LA PLATA"", ""department_code"": 41, ""department_name"": ""HUILA""}"
621,HUILA-NATAGA,"{""city_code"": 483, ""city_name"": ""NATAGA"", ""department_code"": 41, ""department_name"": ""HUILA""}"
622,HUILA-OPORAPA,"{""city_code"": 503, ""city_name"": ""OPORAPA"", ""department_code"": 41, ""department_name"": ""HUILA""}"
623,HUILA-PAICOL,"{""city_code"": 518, ""city_name"": ""PAICOL"", ""department_code"": 41, ""department_name"": ""HUILA""}"
624,HUILA-PALERMO,"{""city_code"": 524, ""city_name"": ""PALERMO"", ""department_code"": 41, ""department_name"": ""HUILA""}"
625,HUILA-PALESTINA,"{""city_code"": 530, ""city_name"": ""PALESTINA"", ""department_code"": 41, ""department_name"": ""HUILA""}"
626,HUILA-PITAL,"{""city_code"": 548, ""city_name"": ""PITAL"", ""department_code"": 41, ""department_name"": ""HUILA""}"
627,HUILA-PITALITO,"{""city_code"": 551, ""city_name"": ""PITALITO"", ""department_code"": 41, ""department_name"": ""HUILA""}"
628,HUILA-RIVERA,"{""city_code"": 615, ""city_name"": ""RIVERA"", ""department_code"": 41, ""department_name"": ""HUILA""}"
629,HUILA-SALADOBLANCO,"{""city_code"": 660, ""city_name"": ""SALADOBLANCO"", ""department_code"": 41, ""department_name"": ""HUILA""}"
630,HUILA-SAN AGUSTIN,"{""city_code"": 668, ""city_name"": ""SAN AGUSTIN"", ""department_code"": 41, ""department_name"": ""HUILA""}"
631,HUILA-SANTA MARIA,"{""city_code"": 676, ""city_name"": ""SANTA MARIA"", ""department_code"": 41, ""department_name"": ""HUILA""}"
632,HUILA-SUAZA,"{""city_code"": 770, ""city_name"": ""SUAZA"", ""department_code"": 41, ""department_name"": ""HUILA""}"
633,HUILA-TARQUI,"{""city_code"": 791, ""city_name"": ""TARQUI"", ""department_code"": 41, ""department_name"": ""HUILA""}"
634,HUILA-TESALIA,"{""city_code"": 797, ""city_name"": ""TESALIA"", ""department_code"": 41, ""department_name"": ""HUILA""}"
635,HUILA-TELLO,"{""city_code"": 799, ""city_name"": ""TELLO"", ""department_code"": 41, ""department_name"": ""HUILA""}"
636,HUILA-TERUEL,"{""city_code"": 801, ""city_name"": ""TERUEL"", ""department_code"": 41, ""department_name"": ""HUILA""}"
637,HUILA-TIMANA,"{""city_code"": 807, ""city_name"": ""TIMANA"", ""department_code"": 41, ""department_name"": ""HUILA""}"
638,HUILA-VILLAVIEJA,"{""city_code"": 872, ""city_name"": ""VILLAVIEJA"", ""department_code"": 41, ""department_name"": ""HUILA""}"
639,HUILA-YAGUARA,"{""city_code"": 885, ""city_name"": ""YAGUARA"", ""department_code"": 41, ""department_name"": ""HUILA""}"
640,LA GUAJIRA-RIOHACHA,"{""city_code"": 1, ""city_name"": ""RIOHACHA"", ""department_code"": 44, ""department_name"": ""LA GUAJIRA""}"
641,LA GUAJIRA-ALBANIA,"{""city_code"": 35, ""city_name"": ""ALBANIA"", ""department_code"": 44, ""department_name"": ""LA GUAJIRA""}"
642,LA GUAJIRA-BARRANCAS,"{""city_code"": 78, ""city_name"": ""BARRANCAS"", ""department_code"": 44, ""department_name"": ""LA GUAJIRA""}"
643,LA GUAJIRA-DIBULLA,"{""city_code"": 90, ""city_name"": ""DIBULLA"", ""department_code"": 44, ""department_name"": ""LA GUAJIRA""}"
644,LA GUAJIRA-DISTRACCION,"{""city_code"": 98, ""city_name"": ""DISTRACCION"", ""department_code"": 44, ""department_name"": ""LA GUAJIRA""}"
645,LA GUAJIRA-EL MOLINO,"{""city_code"": 110, ""city_name"": ""EL MOLINO"", ""department_code"": 44, ""department_name"": ""LA GUAJIRA""}"
646,LA GUAJIRA-FONSECA,"{""city_code"": 279, ""city_name"": ""FONSECA"", ""department_code"": 44, ""department_name"": ""LA GUAJIRA""}"
647,LA GUAJIRA-HATONUEVO,"{""city_code"": 378, ""city_name"": ""HATONUEVO"", ""department_code"": 44, ""department_name"": ""LA GUAJIRA""}"
648,LA GUAJIRA-LA JAGUA DEL PILAR,"{""city_code"": 420, ""city_name"": ""LA JAGUA DEL PILAR"", ""department_code"": 44, ""department_name"": ""LA GUAJIRA""}"
649,LA GUAJIRA-MAICAO,"{""city_code"": 430, ""city_name"": ""MAICAO"", ""department_code"": 44, ""department_name"": ""LA GUAJIRA""}"
650,LA GUAJIRA-MANAURE,"{""city_code"": 560, ""city_name"": ""MANAURE"", ""department_code"": 44, ""department_name"": ""LA GUAJIRA""}"
651,LA GUAJIRA-SAN JUAN DEL CESAR,"{""city_code"": 650, ""city_name"": ""SAN JUAN DEL CESAR"", ""department_code"": 44, ""department_name"": ""LA GUAJIRA""}"
652,LA GUAJIRA-URIBIA,"{""city_code"": 847, ""city_name"": ""URIBIA"", ""department_code"": 44, ""department_name"": ""LA GUAJIRA""}"
653,LA GUAJIRA-URUMITA,"{""city_code"": 855, ""city_name"": ""URUMITA"", ""department_code"": 44, ""department_name"": ""LA GUAJIRA""}"
654,LA GUAJIRA-VILLANUEVA,"{""city_code"": 874, ""city_name"": ""VILLANUEVA"", ""department_code"": 44, ""department_name"": ""LA GUAJIRA""}"
655,MAGDALENA-SANTA MARTA,"{""city_code"": 1, ""city_name"": ""SANTA MARTA"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
656,MAGDALENA-ALGARROBO,"{""city_code"": 30, ""city_name"": ""ALGARROBO"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
657,MAGDALENA-ARACATACA,"{""city_code"": 53, ""city_name"": ""ARACATACA"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
658,MAGDALENA-ARIGUANI,"{""city_code"": 58, ""city_name"": ""ARIGUANI"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
659,MAGDALENA-CERRO SAN ANTONIO,"{""city_code"": 161, ""city_name"": ""CERRO SAN ANTONIO"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
660,MAGDALENA-CHIBOLO,"{""city_code"": 170, ""city_name"": ""CHIBOLO"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
661,MAGDALENA-CIENAGA,"{""city_code"": 189, ""city_name"": ""CIENAGA"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
662,MAGDALENA-CONCORDIA,"{""city_code"": 205, ""city_name"": ""CONCORDIA"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
663,MAGDALENA-EL BANCO,"{""city_code"": 245, ""city_name"": ""EL BANCO"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
664,MAGDALENA-EL PIÑON,"{""city_code"": 258, ""city_name"": ""EL PIÑON"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
665,MAGDALENA-EL RETEN,"{""city_code"": 268, ""city_name"": ""EL RETEN"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
666,MAGDALENA-FUNDACION,"{""city_code"": 288, ""city_name"": ""FUNDACION"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
667,MAGDALENA-GUAMAL,"{""city_code"": 318, ""city_name"": ""GUAMAL"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
668,MAGDALENA-NUEVA GRANADA,"{""city_code"": 460, ""city_name"": ""NUEVA GRANADA"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
669,MAGDALENA-PEDRAZA,"{""city_code"": 541, ""city_name"": ""PEDRAZA"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
670,MAGDALENA-PIJIÑO DEL CARMEN,"{""city_code"": 545, ""city_name"": ""PIJIÑO DEL CARMEN"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
671,MAGDALENA-PIVIJAY,"{""city_code"": 551, ""city_name"": ""PIVIJAY"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
672,MAGDALENA-PLATO,"{""city_code"": 555, ""city_name"": ""PLATO"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
673,MAGDALENA-PUEBLOVIEJO,"{""city_code"": 570, ""city_name"": ""PUEBLOVIEJO"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
674,MAGDALENA-REMOLINO,"{""city_code"": 605, ""city_name"": ""REMOLINO"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
675,MAGDALENA-SABANAS DE SAN ANGEL,"{""city_code"": 660, ""city_name"": ""SABANAS DE SAN ANGEL"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
676,MAGDALENA-SALAMINA,"{""city_code"": 675, ""city_name"": ""SALAMINA"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
677,MAGDALENA-SAN SEBASTIAN DE BUENAVISTA,"{""city_code"": 692, ""city_name"": ""SAN SEBASTIAN DE BUENAVISTA"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
678,MAGDALENA-SAN ZENON,"{""city_code"": 703, ""city_name"": ""SAN ZENON"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
679,MAGDALENA-SANTA ANA,"{""city_code"": 707, ""city_name"": ""SANTA ANA"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
680,MAGDALENA-SANTA BARBARA DE PINTO,"{""city_code"": 720, ""city_name"": ""SANTA BARBARA DE PINTO"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
681,MAGDALENA-SITIONUEVO,"{""city_code"": 745, ""city_name"": ""SITIONUEVO"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
682,MAGDALENA-TENERIFE,"{""city_code"": 798, ""city_name"": ""TENERIFE"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
683,MAGDALENA-ZAPAYAN,"{""city_code"": 960, ""city_name"": ""ZAPAYAN"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
684,MAGDALENA-ZONA BANANERA,"{""city_code"": 980, ""city_name"": ""ZONA BANANERA"", ""department_code"": 47, ""department_name"": ""MAGDALENA""}"
685,META-VILLAVICENCIO,"{""city_code"": 1, ""city_name"": ""VILLAVICENCIO"", ""department_code"": 50, ""department_name"": ""META""}"
686,META-ACACIAS,"{""city_code"": 6, ""city_name"": ""ACACIAS"", ""department_code"": 50, ""department_name"": ""META""}"
687,META-BARRANCA DE UPIA,"{""city_code"": 110, ""city_name"": ""BARRANCA DE UPIA"", ""department_code"": 50, ""department_name"": ""META""}"
688,META-CABUYARO,"{""city_code"": 124, ""city_name"": ""CABUYARO"", ""department_code"": 50, ""department_name"": ""META""}"
689,META-CASTILLA LA NUEVA,"{""city_code"": 150, ""city_name"": ""CASTILLA LA NUEVA"", ""department_code"": 50, ""department_name"": ""META""}"
690,META-CUBARRAL,"{""city_code"": 223, ""city_name"": ""CUBARRAL"", ""department_code"": 50, ""department_name"": ""META""}"
691,META-CUMARAL,"{""city_code"": 226, ""city_name"": ""CUMARAL"", ""department_code"": 50, ""department_name"": ""META""}"
692,META-EL CALVARIO,"{""city_code"": 245, ""city_name"": ""EL CALVARIO"", ""department_code"": 50, ""department_name"": ""META""}"
693,META-EL CASTILLO,"{""city_code"": 251, ""city_name"": ""EL CASTILLO"", ""department_code"": 50, ""department_name"": ""META""}"
694,META-EL DORADO,"{""city_code"": 270, ""city_name"": ""EL DORADO"", ""department_code"": 50, ""department_name"": ""META""}"
695,META-FUENTE DE ORO,"{""city_code"": 287, ""city_name"": ""FUENTE DE ORO"", ""department_code"": 50, ""department_name"": ""META""}"
696,META-GRANADA,"{""city_code"": 313, ""city_name"": ""GRANADA"", ""department_code"": 50, ""department_name"": ""META""}"
697,META-GUAMAL,"{""city_code"": 318, ""city_name"": ""GUAMAL"", ""department_code"": 50, ""department_name"": ""META""}"
698,META-MAPIRIPAN,"{""city_code"": 325, ""city_name"": ""MAPIRIPAN"", ""department_code"": 50, ""department_name"": ""META""}"
699,META-MESETAS,"{""city_code"": 330, ""city_name"": ""MESETAS"", ""department_code"": 50, ""department_name"": ""META""}"
700,META-LA MACARENA,"{""city_code"": 350, ""city_name"": ""LA MACARENA"", ""department_code"": 50, ""department_name"": ""META""}"
701,META-URIBE,"{""city_code"": 370, ""city_name"": ""URIBE"", ""department_code"": 50, ""department_name"": ""META""}"
702,META-LEJANIAS,"{""city_code"": 400, ""city_name"": ""LEJANIAS"", ""department_code"": 50, ""department_name"": ""META""}"
703,META-PUERTO CONCORDIA,"{""city_code"": 450, ""city_name"": ""PUERTO CONCORDIA"", ""department_code"": 50, ""department_name"": ""META""}"
704,META-PUERTO GAITAN,"{""city_code"": 568, ""city_name"": ""PUERTO GAITAN"", ""department_code"": 50, ""department_name"": ""META""}"
705,META-PUERTO LOPEZ,"{""city_code"": 573, ""city_name"": ""PUERTO LOPEZ"", ""department_code"": 50, ""department_name"": ""META""}"
706,META-PUERTO LLERAS,"{""city_code"": 577, ""city_name"": ""PUERTO LLERAS"", ""department_code"": 50, ""department_name"": ""META""}"
707,META-PUERTO RICO,"{""city_code"": 590, ""city_name"": ""PUERTO RICO"", ""department_code"": 50, ""department_name"": ""META""}"
708,META-RESTREPO,"{""city_code"": 606, ""city_name"": ""RESTREPO"", ""department_code"": 50, ""department_name"": ""META""}"
709,META-SAN CARLOS DE GUAROA,"{""city_code"": 680, ""city_name"": ""SAN CARLOS DE GUAROA"", ""department_code"": 50, ""department_name"": ""META""}"
710,META-SAN JUAN DE ARAMA,"{""city_code"": 683, ""city_name"": ""SAN JUAN DE ARAMA"", ""department_code"": 50, ""department_name"": ""META""}"
711,META-SAN JUANITO,"{""city_code"": 686, ""city_name"": ""SAN JUANITO"", ""department_code"": 50, ""department_name"": ""META""}"
712,META-SAN MARTIN,"{""city_code"": 689, ""city_name"": ""SAN MARTIN"", ""department_code"": 50, ""department_name"": ""META""}"
713,META-VISTAHERMOSA,"{""city_code"": 711, ""city_name"": ""VISTAHERMOSA"", ""department_code"": 50, ""department_name"": ""META""}"
714,NARIÑO-PASTO,"{""city_code"": 1, ""city_name"": ""PASTO"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
715,NARIÑO-ALBAN,"{""city_code"": 19, ""city_name"": ""ALBAN"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
716,NARIÑO-ALDANA,"{""city_code"": 22, ""city_name"": ""ALDANA"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
717,NARIÑO-ANCUYA,"{""city_code"": 36, ""city_name"": ""ANCUYA"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
718,NARIÑO-ARBOLEDA,"{""city_code"": 51, ""city_name"": ""ARBOLEDA"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
719,NARIÑO-BARBACOAS,"{""city_code"": 79, ""city_name"": ""BARBACOAS"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
720,NARIÑO-BELEN,"{""city_code"": 83, ""city_name"": ""BELEN"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
721,NARIÑO-BUESACO,"{""city_code"": 110, ""city_name"": ""BUESACO"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
722,NARIÑO-COLON,"{""city_code"": 203, ""city_name"": ""COLON"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
723,NARIÑO-CONSACA,"{""city_code"": 207, ""city_name"": ""CONSACA"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
724,NARIÑO-CONTADERO,"{""city_code"": 210, ""city_name"": ""CONTADERO"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
725,NARIÑO-CORDOBA,"{""city_code"": 215, ""city_name"": ""CORDOBA"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
726,NARIÑO-CUASPUD,"{""city_code"": 224, ""city_name"": ""CUASPUD"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
727,NARIÑO-CUMBAL,"{""city_code"": 227, ""city_name"": ""CUMBAL"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
728,NARIÑO-CUMBITARA,"{""city_code"": 233, ""city_name"": ""CUMBITARA"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
729,NARIÑO-CHACHAGsI,"{""city_code"": 240, ""city_name"": ""CHACHAGsI"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
730,NARIÑO-EL CHARCO,"{""city_code"": 250, ""city_name"": ""EL CHARCO"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
731,NARIÑO-EL PEÑOL,"{""city_code"": 254, ""city_name"": ""EL PEÑOL"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
732,NARIÑO-EL ROSARIO,"{""city_code"": 256, ""city_name"": ""EL ROSARIO"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
733,NARIÑO-EL TABLON DE GOMEZ,"{""city_code"": 258, ""city_name"": ""EL TABLON DE GOMEZ"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
734,NARIÑO-EL TAMBO,"{""city_code"": 260, ""city_name"": ""EL TAMBO"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
735,NARIÑO-FUNES,"{""city_code"": 287, ""city_name"": ""FUNES"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
736,NARIÑO-GUACHUCAL,"{""city_code"": 317, ""city_name"": ""GUACHUCAL"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
737,NARIÑO-GUAITARILLA,"{""city_code"": 320, ""city_name"": ""GUAITARILLA"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
738,NARIÑO-GUALMATAN,"{""city_code"": 323, ""city_name"": ""GUALMATAN"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
739,NARIÑO-ILES,"{""city_code"": 352, ""city_name"": ""ILES"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
740,NARIÑO-IMUES,"{""city_code"": 354, ""city_name"": ""IMUES"", ""department_code"": 52, ""department_name"": ""NARIÑO""}"
